7.49,8.63,14
7.22,7.83,13.07
5.37,9.02,12.73
6.99,9.35,15
6.97,8.92,14.85
5.04,11.17,12.51
5.58,9.99,14.36
6.68,12.44,13.59
6.15,10.13,13.14
5.56,11.77,13.1
7.28,10.31,14.44
7.3,9.35,14.39
5.99,9.84,14.13
7.48,10.47,13.92
6.35,8.66,12.6
5.77,9.28,14.85
5.31,7.8,13.58
5.3,7.54,14.18
5.35,8.5,13.14
5.78,9.39,14.52
5.56,8.48,13.68
6.02,9.28,15
6.16,9.88,13.28
7.25,8.63,13.66
5.14,10.17,12.77
5.02,10.64,14.56
5.29,11.45,14.48
5.8,9.88,14.65
6.43,8,14.27
6.88,8.38,13.77
5.66,9.33,14.46
5.54,10.35,13.31
5.97,8.65,14.98
5.63,8.92,12.5
7.23,9.45,14.94
6.31,10.47,13.83
7.12,12.31,12.54
6.45,8.37,13.34
5.46,12.12,14.89
6.14,10.92,13.17
7,8.81,12.72
5.14,11.41,14.32
7.09,11.66,13.45
6.55,10.46,14.38
5.34,10.37,12.9
6.32,8.33,13.75
7.19,12.43,13.49
7.42,9.69,14.39
5.18,12.46,13.92
6.73,10.61,14.2
6.7,10.86,14.09
5.52,12.48,12.66
6.62,12.41,13.26
7.02,7.58,14.35
7.12,10.62,12.74
6.2,7.87,13.8
6.87,11.69,13.15
7.29,8.23,14.37
6.24,7.97,14.75
5.27,9.33,13.71
6.71,10.38,13.83
5.39,12.2,13.4
5.33,10.88,14.17
5.57,10.62,12.88
6.96,11.88,14.34
6.38,7.52,13.48
7.46,12.31,13.77
7.02,12.34,13.69
5.01,11.86,13.43
6.49,10.24,14.09
7.45,8.45,14.36
5.05,8.07,12.8
6.49,10.58,13.73
5.94,11.35,14.45
7.27,11.01,13.7
5.83,8.53,13.89
6.23,9.92,12.57
6.43,12.38,12.55
5.31,10.69,12.51
6.65,12.1,13.27
6.89,9.15,13.79
5.37,10.34,13.94
7.46,8.1,14.48
6.02,9.41,13.08
5,7.94,14.99
6.19,7.55,12.92
5.93,11.71,14.62
7.29,11.98,14.71
5.51,11.3,14.09
5.25,8.79,12.51
7.46,10.31,14.6
6.03,11.64,14.59
7.49,10.04,12.95
6.62,12.17,13
6.82,8.89,13.42
6,7.59,14.9
7.37,7.86,14.33
5.03,10.82,13.11
6.76,10.88,14.86
6.31,10.47,14.63
6.85,7.75,14.35
6.14,9.91,14
5.5,9.87,14.44
6.35,12.38,12.59
5.99,10.45,13.53
6.2,12.35,14.8
7.05,12.48,14.01
6.95,12.12,14.37
6.49,11.42,13.83
5.82,9.49,12.74
6.35,11.33,13.33
7.2,11.31,13.17
5.96,9.53,13.38
5.32,8.11,13.16
7.26,8.7,14.57
6.51,11.67,13.86
6.24,11.03,13.8
6.64,10.89,14.38
5.67,9.11,13.68
7.42,12.17,14.27
7.43,7.74,13.84
5.06,12.49,13.87
5.37,11.95,14.15
6.38,10.03,12.69
7.47,10.08,14.05
7.26,8.73,13.36
5.44,8.02,14.31
5.53,11.86,14.07
7.04,11.99,14.75
6.54,11.49,14.42
5.14,10.03,13.22
5.48,7.58,12.67
5.16,10.15,12.52
7.08,7.53,12.82
5.28,11.37,13.56
6.59,11.28,12.58
5.37,9.06,13.69
5.83,9.13,14.02
5.51,9.04,14.93
6.35,9.66,13.02
6.08,10.79,13.69
6.67,9.52,14.14
7.07,10.74,13.96
7.18,8.21,12.52
7.43,10.93,14.08
6.59,7.63,13.98
7.35,10.31,12.55
6.86,9.16,14.22
5.29,10.9,14.12
6.4,7.69,14.48
6.77,9.22,12.94
6.5,8.5,14.43
5.9,10.12,14.9
7.42,11.05,13.61
6.46,10.21,14.02
6.51,12.07,13.17
7.28,9.16,13.46
5.58,10.41,14.56
5.27,9.53,13.93
6.78,10.36,14.58
5.06,7.73,13.23
5.98,10.35,12.95
5.96,10.88,13.22
5.34,9.09,13.03
6.12,9.97,12.72
6.24,8.56,13.24
5.35,10.43,13.39
6.46,8.66,14.49
7.46,10.5,14.47
6.03,12.02,14.34
6.16,8.56,14.59
6.25,9.14,12.69
6.55,10.46,14.26
6.2,11.64,13.72
6.46,8.01,13.82
6.22,10.61,14.98
7.01,9.86,13.82
5.23,10.98,14.72
6.9,12.49,14.27
6.34,8.63,13.35
6.6,8.47,13.25
7.23,7.83,13.42
5.01,9.92,13.49
6.89,12.2,13.8
6.16,12.42,14.14
7.23,8.15,13.82
5.2,8.57,15
5.03,10.54,12.66
5.32,8.29,14.7
5.67,9.13,12.93
5.18,12.2,14.88
5.66,10.47,12.53
6.53,12.02,13.76
6.22,10.35,12.7
5.46,11.39,12.61
6.87,9.59,14.6
6.43,9.6,14.86
6.36,12.25,12.83
6.17,11.2,13.63
6.94,8.85,12.99
5.92,9.62,13.16
5,8.18,14.37
5.05,11.18,14.91
7.4,12,14.54
6.31,8.16,14.21
5.92,9.44,13.03
5.57,9.15,12.98
5.02,8.77,13.95
6.3,7.94,12.76
5.45,12.46,12.5
5.75,8.71,13.38
6.78,8.15,13.29
5.03,12.41,13.43
5.64,12.17,13.29
5.43,9.43,14.53
7.39,8.7,13.41
5.3,9.12,12.69
5.23,12.13,12.66
6.16,12.02,14.56
5.41,10.47,14.88
6.38,8.91,13.88
5.1,9.37,14.87
6.5,10.95,14.96
6.88,12.23,12.93
5.1,11.93,13.08
6.52,11.43,14.05
6.77,9.75,12.95
5.06,11.52,12.89
6.17,8.21,13.03
7.23,8.3,12.7
6.03,9.1,14.48
7.41,7.56,14.08
6.76,9.22,14.57
5.81,11.79,13.83
5.14,10.87,14.62
6.13,12.02,14.08
5.17,9.42,13.13
6.13,10.18,14.98
6,9.62,12.83
7.31,9.85,12.97
5.94,9.73,14.22
5.14,8.93,14.09
5.6,8.26,12.84
6.3,10.43,13.24
5.15,12.11,13.13
5.42,10.89,14.45
6.81,12.23,13.23
7.17,10.44,13.55
5.85,8.92,12.89
6.72,8.15,14.04
6.32,8.23,13.43
5.9,9.88,14.58
6.98,11.85,12.83
5.01,9.46,12.7
7.26,12.42,13.87
5.53,10.84,12.76
5.86,12.01,13.04
6.65,10.19,14.2
5.48,12.13,14.89
6.03,10.51,13.12
6.53,8.02,13.53
5.64,11.12,12.86
6.72,11.82,12.51
