7.03,11.1,13.22
5.5,12.03,14.77
6.62,7.61,12.68
6.66,7.83,12.94
5.94,9.34,13.04
7.21,10.09,14.17
7.3,12.03,13.33
6.93,12,14.17
6.81,12.24,14.91
5.32,11.86,14.09
5.63,8.87,13.82
6.85,10.82,14.76
5.7,12.08,14.92
6.07,11.03,12.81
5.7,8.1,14.33
7.48,10.62,14.41
5.22,8.63,14.82
5.95,12.25,12.53
6.45,9.53,12.54
5.19,10.36,13.07
7.19,10.66,14.72
6.77,9.21,12.94
7.18,11.04,12.53
6.6,9.1,13.86
5.94,8.23,12.57
6,9.43,13.39
6.14,11.12,14.8
6.58,7.51,12.6
7.17,9.69,14.79
5.67,11.67,13.59
5.29,9.56,12.7
6.67,11.1,12.82
5.48,12.46,12.52
5.98,9.08,14.31
5.64,8.43,12.84
5.56,8.17,12.52
7.48,9.19,13.7
5.59,8.27,14.52
6.68,11.47,13.64
6.13,9.02,12.86
7.11,11.33,12.84
7.01,9.22,14.42
5.88,9.05,13.92
6.6,8.33,14.41
6.54,11.69,14.52
6.23,8.04,13.66
7.3,9.59,13.05
5.29,11.95,14.63
6.04,11.24,12.5
5.53,12.2,12.52
6.69,7.75,13.37
7.41,7.95,13.03
5.11,8.87,14.92
5.74,11.72,13.57
5.42,10.37,12.97
5.64,11.54,12.84
6.44,10.61,13.77
5.16,8.88,14.15
6.75,10.66,13.49
5.08,12.02,14.25
5.01,9.91,14.06
5.49,8.64,12.77
6.86,12.44,14.01
6.66,8.71,13.73
7,10.27,13.31
7.25,11.28,13.54
7.1,8.94,13.85
6.06,9.23,13.48
5.21,10.08,12.68
5,9.23,14
5.53,11.15,13.86
6.88,9.07,14.91
6.35,9.02,13.28
5.83,9.17,13.98
5.62,8.96,14.55
5.04,10.71,12.6
5.35,7.79,12.53
5.91,12.47,12.82
5.1,10.37,12.78
5.05,10.08,13.83
5.21,8.21,12.51
6.02,10.33,14.3
6.7,10.3,14.62
5.73,12.19,14.85
5.34,9.64,13.81
5.57,11.68,14.21
6.12,11.95,14.77
7.23,11.21,12.88
6.41,8.34,12.79
5.57,8.34,12.59
6.69,12.3,14.7
6.56,7.82,13.71
5.91,11.2,12.71
7.01,8.5,12.65
5.38,11.54,13.99
6.97,9.5,14.09
5.3,7.77,13.66
5.52,12.15,12.73
6.83,8.35,14.51
6.02,7.9,13.78
6.95,9.05,14.8
5.74,7.96,14.9
5.43,10.66,13.16
6.86,10.72,13.47
7,9.7,12.72
5.74,9.19,14.39
7.22,11.28,13.61
5.96,11.17,12.72
6.57,8.89,13.49
7.44,9.34,13.38
6.36,9.37,14.76
5.39,10.71,14.5
