6.9,11.93,12.68
5.05,7.54,12.89
5.38,12.49,13.04
6.82,10.69,14.49
5.54,11.31,13.26
7.06,10.48,14.06
5.36,10.39,14.71
6.58,8.17,13.66
6.97,9.51,12.65
6.52,7.68,13.31
7.22,9.19,13.93
6.54,9.56,12.57
5.49,10.86,12.82
6.82,10.32,14.55
7.14,11.44,13.45
7.08,8.96,13.92
7.03,11.93,13.26
6.41,11.3,14.86
7.31,7.81,13.05
5.9,11.81,12.61
7.38,8.41,14
6.24,8.35,12.51
7.02,9.53,12.93
6.25,12.4,13.85
6.14,8.41,14.25
6.6,9.46,14.41
6.79,9.81,13.96
6.87,7.75,12.52
5.45,8.14,12.96
6.86,12.36,13.46
6.19,10.48,13.12
5.8,9.17,13.23
5.87,9.1,14.16
6.43,12.16,12.78
5.58,10.75,14.69
6.12,10.9,13.95
7.23,10.71,13.13
6.51,12.47,13.7
6.12,10.11,13.97
5.86,9.56,14.24
6.07,8.87,14.41
6.37,8.19,14.96
6.12,8.54,12.94
5.58,11.37,14.51
7.44,9.74,14.56
5.2,7.54,12.9
6.12,8.57,13.7
6.08,9.7,14.88
5.77,8.81,14.52
5.1,10.17,13.87
6.04,11.06,14.83
6.94,7.85,13.07
7.25,11,13.22
5.54,11.05,13.06
5.83,11.19,13.28
5.18,11.13,12.59
6.78,8.91,12.71
5.18,9.35,13.91
5.81,9.26,14.12
5.81,10.5,13.71
5.77,10.48,14.5
6.13,9.12,14.13
7.12,11.43,13.22
5.83,10.3,12.69
7.45,7.65,13.13
6.73,11.15,14
5.97,8.15,14.78
6.59,11.04,13.41
6.34,10.34,12.59
6.86,8.71,13.42
6.29,9.9,12.61
7.3,10.11,14.61
6.96,10.46,13.29
5.85,7.61,13.19
5.87,9.31,14.29
7.15,9.97,14.72
6.6,10.76,14.56
7.36,10.08,13.55
6.18,7.68,13.47
5.51,10.63,13.86
7.36,8.6,14.41
5,9.79,12.7
5.37,10.51,13.98
6.8,12.26,14.01
5.63,12.32,13.4
5.49,9.72,12.9
5.93,11.38,14.49
6.22,8.39,14.75
7.42,8.01,14.18
5.92,9.35,12.56
6.76,8.03,14.35
6.67,8.38,13.82
7.48,8.53,14.34
6.07,9.39,13.43
5.41,7.83,13.56
6.2,7.78,12.73
6.68,9.25,14.61
5.09,12.34,12.63
5.94,9.14,12.52
6.44,9.63,13.21
6.7,10.01,14.65
5.6,12.34,13.96
5.63,12.08,13.41
6.14,8.76,13.45
6.34,10.09,13.41
5.12,9.4,14.88
6.86,11.45,12.62
5.43,8.89,13.98
5.42,8.92,14.88
6.72,8.79,13.37
6.42,8.15,13.94
6.75,11.27,12.62
5.8,7.71,13.35
5.65,10.65,14.49
5.15,12.06,14
5.45,11.98,14.92
6.95,11.65,14.07
7.16,10.87,13.79
6.31,8.14,13.73
7.01,10.73,13.95
6.81,11.6,15
5.47,9.35,12.95
6.95,8.42,13.14
7.32,8.95,13.61
7.44,12.36,13.15
6.61,7.9,13.6
5.89,12.21,14.3
6.66,10.5,14.53
6.58,10.75,14.09
7.25,8.08,14.5
5.8,7.55,13.9
5.39,11.13,13.79
5.96,10.47,12.9
5.01,8.86,14.56
6.47,11.1,14.45
6.04,11.6,14.97
5.85,8.06,14.95
6.88,11.61,14.76
5.73,8.44,14.33
7.04,11.15,14.24
7.14,9.05,12.76
7.49,11.65,13.81
6.11,9.21,14.56
6.46,9.06,13.47
6.21,8.87,14.95
7.36,10.09,14.79
6.31,11.55,14.25
5.27,11.39,14.19
6.95,9.21,13.81
6.23,10.14,12.53
5.6,10.06,13.8
5.75,9.46,14.2
7.16,9.48,14.9
6.55,11.96,13.47
6.08,12.29,13.96
5.84,8.53,12.9
6.18,10.25,14.34
7.37,9.53,14.21
5.75,9.59,12.59
5.22,9.94,12.77
7.3,11.01,12.76
5.58,11.46,13.66
5.09,7.89,13.73
7.47,10.99,14.83
6.31,9.24,13.3
6.45,11.39,13.59
5.47,8.63,14.35
5.53,11.19,13.77
6.98,8.67,13.51
6.58,11.07,13.61
7.44,10.25,13.2
5.75,10.33,14.1
5.94,11.82,13.21
5.61,10.9,13.75
7.24,8.07,13.6
6,11.45,12.64
5.33,12.21,12.93
6.04,11.67,14.48
5.01,12.43,13.22
7.03,8.41,13.37
7.1,9.56,12.64
6.71,10.97,14.58
5.88,10.55,14
6.47,10.22,13.78
6.21,7.54,14.63
5.68,12.07,13.47
5.13,7.57,14.71
5.85,8.35,14.74
6.66,11.25,13.33
6.23,9.9,14.97
6.05,9.41,13.16
6.37,9.28,12.56
5.41,11.77,13.62
6.43,9.96,14.48
6.11,10.03,14.09
6.4,11.51,14.83
6.16,9.64,13.26
5.44,11.03,12.81
5.14,10.45,14.37
6.06,8.48,14.02
7.44,8.09,14.32
6.11,9.44,14.03
5.91,9.31,12.78
6.36,12.46,12.95
5.29,11.34,14.1
6.67,12.46,14.43
6.88,9.98,13.47
7.13,11.44,14.7
7.42,11.75,13.51
5.59,10.1,12.92
5.83,11.39,12.59
5.18,10.67,13
6.54,11.24,13.34
6.31,11.73,14.66
6.74,9.13,14.25
7.45,8.74,14.02
6.11,9.66,13.31
5.21,8.23,13.28
5.81,9.93,13.05
7.45,8.23,13.17
6.79,9.85,13.66
7.47,8.56,12.98
5.75,8.96,13.18
6.94,7.83,12.55
7.38,7.61,12.94
5.48,9.15,13.73
5.08,8.53,13.41
7.12,12.3,12.87
6.8,9.83,12.72
6.37,12.06,13.39
7.36,9.69,14.13
6.34,8.55,14.5
6.76,8.02,14.14
6.79,10.23,13.03
6.99,11.98,14.4
5.91,10.95,13.37
5.5,12.48,12.94
6.36,10.78,14.52
6.74,11.24,13.61
6.67,11,14.63
6.08,10.46,12.78
5.49,12.32,14.24
6.91,10.51,12.89
6.24,12.16,13.59
5.03,12.4,13.21
5.2,9.63,14.2
5.48,9.04,13.78
6.08,8.67,13.97
7.36,11.54,12.5
5.32,8.79,13.72
6.85,10.73,12.87
5.47,8.37,14.76
6.42,9.14,14.3
6.31,12.19,13.32
5.66,9.79,14.53
6.66,7.66,13.52
5.56,11.63,13.68
5.19,9.05,13.86
5.69,12.27,14.22
5.32,9.66,12.66
6.13,11.09,14.19
6.19,12.31,13.25
6.05,11.79,12.82
5.44,9.35,12.65
6.62,8.33,13.28
5.97,9.36,14.26
7.11,10.67,12.97
5.18,9.48,12.87
5.21,9.33,13.14
6.11,10.93,13.8
7.4,12.43,12.76
5.39,9.19,13.19
6.4,8.87,14.37
5.02,8.59,14.72
6.5,12.22,13.22
5.26,11.89,13.04
7.19,8.81,12.82
6.56,12.33,13
6.19,11.42,12.95
6.36,12.06,14.04
5.59,10.94,13.5
5.36,11.16,13.24
6.83,8.49,12.81
5.76,12.26,12.91
6.84,8.91,14.36
6.68,12.29,13.06
6.41,10.56,14.33
6.84,10.08,13.09
6.92,9.27,12.63
5.21,8.66,14.64
6.77,11.47,12.63
6.31,11.91,12.8
5.5,10.67,14.39
5.72,10.66,13.03
5.25,9.71,12.76
5.71,10.54,13.4
5.32,9.46,14.61
5.18,12.28,12.58
5.14,9.13,13.06
6.88,10.47,14.54
5.12,9.94,14.39
5.23,9.11,14.63
6.04,12.37,12.67
5.07,10.92,13.31
7.06,9.43,13.52
7.29,9.22,13.95
6.93,8.48,13.68
7.15,11.21,13.52
7.01,8.6,13.01
5.17,9.76,13.48
5.59,12.13,14.8
6.13,8.64,13.59
7.14,9.39,13.1
6.99,8.24,14.87
5.43,8.66,14.25
7.37,11.36,13.66
7.44,8.62,12.81
6.38,8.29,14
6.22,7.62,14.43
6.56,8.64,14.46
7.03,9.16,14.54
6.98,10,13.27
5.83,7.89,14.18
7.24,11.32,14.7
7.34,8.07,13.48
7.05,8.46,14.06
6.37,12.04,13.06
5.43,12.32,13.84
6.87,11.45,14.96
7.12,11.44,13.12
6.73,12.13,13.98
5.65,8.98,12.57
5.2,9.39,13.28
5.38,10.58,12.64
5.43,9.9,14.18
5.87,8.09,12.88
7.14,10.71,12.69
6.42,9.78,12.57
7.48,9.49,14.94
5.1,11.2,13.04
6.78,7.54,13.99
6.37,9.42,12.71
5.28,10.45,13.64
5.67,11.74,14.69
6.13,8.75,14.8
5.24,9.28,14.96
6.63,8.99,14.32
5.26,8.42,13.61
6.32,8.42,13.8
6.99,12.31,14.98
6.48,11.49,12.73
7.38,11.29,12.75
6.6,9.92,13.29
7.41,11.26,13.36
6.23,11.13,14.95
6.31,7.81,14.9
6.27,8.72,14.7
6.76,9.29,13.32
6,8.34,13.22
7.13,11.62,14.92
6.5,11.81,13.55
6.18,9.75,13.35
7.25,11.22,14.09
7.05,9.86,13.31
6.16,8.42,14.97
6.14,7.82,13.33
6.23,9.82,14.95
5.3,8.25,12.94
6.76,10.6,13.82
6.66,12.03,13.78
6.94,10.26,13.73
7.41,10.05,13.14
5.12,9.52,12.61
7.01,11.26,14.72
7.18,8.84,13.43
6.24,7.64,14.75
6.73,11.49,12.73
7,11.04,13.71
5.17,11.81,13.37
7.2,10.31,14.92
6.19,8.35,13.8
6.42,10.07,13.32
