5.16,1.31
8.02,0.98
4.35,0.52
0.35,1.83
0.43,1.21
3.75,0.56
1.62,0.67
5.43,1.79
2.23,1.86
6.68,1.28
7.18,1.49
9.09,0.7
3.69,1.44
7.12,0.5
7.1,0.38
8.4,1.53
5.14,0.73
7.87,0.84
3.14,1.96
0.1,0.57
7.35,1.45
6.38,1.28
6.68,0.34
5.36,1.55
5.02,0.36
1.28,1.97
0.17,1.99
6.13,0.41
6.07,1.18
9.42,1.95
4.47,0.8
6.28,1.21
3.86,0.68
5.63,1.25
5.58,1.71
2.27,1.69
6.11,1.1
3.91,1.14
6.28,1.03
0.66,0.6
9.01,1.52
8.13,0.37
9.24,1.33
6.26,1.3
0.14,1.89
5.06,1.11
1.05,1.28
7.08,1.14
6.24,1.03
5.47,0.54
0.28,0.34
1.38,1.43
5.75,0.9
7.64,1.11
5.42,0.54
8.76,1.88
3.38,1.93
0.59,0.3
2.27,1.92
6.15,0.71
5.99,1.14
0.18,0.8
3.08,1.33
8.18,1.89
7.01,1.32
0.22,1.97
0.55,0.64
9.45,0.35
8.35,0.59
5.92,1.12
0.78,1.42
3.7,0.31
1.74,0.8
6.1,1.49
3.15,1.15
3.8,0.83
7.57,0.96
0.27,0.93
3.33,1.55
2.76,0.55
7.07,0.45
2.35,1.81
2.94,0.48
7.49,1.77
1.78,0.4
2.43,1.7
9.2,1.82
0.81,1.45
4.46,1.03
3.16,1.65
8.66,1.53
5.34,1.16
7.23,0.41
5.4,1.25
5.82,0.66
8.71,1.45
1.03,1.19
6.47,1.92
0.96,1.02
2.69,1.39
2.58,1.89
1.92,0.32
8.29,0.58
6.54,0.93
8.03,0.88
1.48,1.32
5.08,1.11
1.58,1.7
2.82,0.62
4.71,1.56
9.3,0.92
2.18,1.38
5.97,1.56
3.98,1.91
3.31,0.92
8,1.36
6.16,1.22
3.22,1.52
2.81,1.96
0.32,1.24
5.34,1.73
4.31,1.28
8.37,1.15
7.48,0.41
4.31,0.45
2.6,0.81
3.39,1.24
7.78,1.45
9.9,1.9
4.03,1.81
6.8,1.14
4.34,1.73
8.88,1.03
9.72,1.09
4.75,1.99
3.52,1.84
8.89,1.83
8.21,1.12
8.28,0.84
8.37,0.4
5.98,1.83
1.56,1.3
2.2,1.2
9.71,1.26
0.35,1.89
6.35,1.67
5.8,0.3
2.13,0.4
5.58,1.95
1,1.9
4.08,0.89
5.31,0.65
2.18,1.44
8.44,0.99
2.88,0.51
5.47,0.34
5.38,1.07
7.37,0.95
0.02,0.83
3.74,1.48
1.57,1.94
6.04,1.55
2.36,0.77
4.13,0.58
6.83,0.3
0.61,0.54
4.82,0.67
8.45,1.83
9.46,1.41
1.3,1.02
3.98,0.76
4.74,1.79
2.02,0.75
4.07,1.71
9.3,0.82
3.52,0.73
7.36,1.69
6.82,1.9
9.75,1.08
6.76,0.47
3.79,0.9
3.08,1.01
3.01,0.52
6.12,1.36
6.71,1.82
9.64,0.56
5.75,0.48
8.46,0.6
0.91,0.64
8.55,0.38
4.23,1.89
9.18,0.41
6.37,1.54
0.81,1.73
8.83,1.34
0.73,1.64
2.11,1.9
3.67,1.73
5.32,1.45
6.66,1.46
0.31,1.91
0.42,1.2
2.56,0.56
5.08,1.73
2.04,0.91
7.12,1.89
